codigo_cola	modelo
N828JB	A320-232
N828MH	767-432ER
N828UA	A319-131
N829AS	CL-600-2B19
N829AY	CL-600-2B19
N829MH	767-432ER
N829UA	A319-131
N8301J	737-8H4
N8302F	737-8H4
N8303R	737-8H4
N8305E	737-8H4
N8306H	737-8H4
N8307K	737-8H4
N8308K	737-8H4
N8309C	737-8H4
N830AS	CL-600-2B19
N830AW	A319-132
N830AY	CL-600-2B19
N830UA	A319-131
N8310C	737-8H4
N8311Q	737-8H4
N8312C	737-8H4
N8313F	737-8H4
N8314L	737-8H4
N8315C	737-8H4
N8316H	737-8H4
N8317M	737-8H4
N8318F	737-8H4
N8319F	737-8H4
N831AW	A319-132
N831AY	CL-600-2B19
N831MH	767-432ER
N831UA	A319-131
N8320J	737-8H4
N8321D	737-8H4
N8322X	737-8H4
N8323C	737-8H4
N8324A	737-8H4
N8325D	737-8H4
N8326F	737-8H4
N8327A	737-8H4
N8328A	737-8H4
N8329B	737-8H4
N832AS	CL-600-2B19
N832AY	CL-600-2B19
N832UA	A319-131
N833AS	CL-600-2B19
N833AY	CL-600-2B19
N833UA	A319-131
N834AS	CL-600-2B19
N834AW	A319-132
N834AY	CL-600-2B19
N834JB	A320-232
N834MH	767-432ER
N834UA	A319-131
N835AS	CL-600-2B19
N835AW	A319-132
N835AY	CL-600-2B19
N835MH	767-432ER
N835UA	A319-131
N835VA	A320-214
N836AS	CL-600-2B19
N836AW	A319-132
N836AY	CL-600-2B19
N836UA	A319-131
N836VA	A320-214
N837AW	A319-132
N837MH	767-432ER
N837UA	A319-131
N837VA	A320-214
N838AW	A319-132
N838MH	767-432ER
N838UA	A319-131
N838VA	A320-214
N8390A	CL-600-2B19
N839AY	CL-600-2B19
N839MH	767-432ER
N839UA	A319-131
N839VA	A320-214
N8409N	CL-600-2B19
N840AS	CL-600-2B19
N840AY	CL-600-2B19
N840MH	767-432ER
N840MQ	CF-5D
N840UA	A319-131
N840VA	A320-214
N8412F	CL-600-2B19
N8416B	CL-600-2B19
N841AY	CL-600-2B19
N841MH	767-432ER
N841UA	A319-131
N841VA	A320-214
N8423C	CL-600-2B19
N842MH	767-432ER
N842UA	A319-131
N842VA	A320-214
N8432A	CL-600-2B19
N843MH	767-432ER
N843UA	A319-131
N843VA	A320-214
N8444F	CL-600-2B19
N844MH	767-432ER
N844UA	A319-131
N844VA	A320-214
N8458A	CL-600-2B19
N845MH	767-432ER
N845UA	A319-131
N845VA	A320-214
N846AS	CL-600-2B19
N846UA	A319-131
N846VA	A320-214
N8475B	CL-600-2B19
N8477R	CL-600-2B19
N847UA	A319-131
N847VA	A320-214
N8488D	CL-600-2B19
N848AS	CL-600-2B19
N848UA	A319-131
N848VA	A320-214
N8492C	CL-600-2B19
N8495B	CL-600-2B19
N849UA	A319-131
N849VA	A320-214
N8501F	CL-600-2B19
N8505Q	CL-600-2B19
N8506C	CL-600-2B19
N850UA	A319-131
N8515F	CL-600-2B19
N8516C	CL-600-2B19
N851NW	A330-223
N851UA	A319-131
N851VA	A320-214
N8525B	CL-600-2B19
N852UA	A319-131
N852VA	A320-214
N8532G	CL-600-2B19
N8533D	CL-600-2B19
N853UA	A319-131
N853VA	A320-214
N8541D	CL-600-2B19
N8543F	CL-600-2B19
N854NW	A330-223
N854UA	A319-131
N854VA	A320-214
N8554A	CL-600-2B19
N855UA	A319-131
N855VA	A320-214
N8560F	CL-600-2B19
N856NW	A330-223
N8577D	CL-600-2B19
N8580A	CL-600-2B19
N8587E	CL-600-2B19
N8588D	CL-600-2B19
N858AS	CL-600-2B19
N8598B	CL-600-2B19
N859AS	CL-600-2B19
N8600F	737-8H4
N8601C	737-8H4
N8602F	737-8H4
N8603F	737-8H4
N8604C	CL-600-2B19
N8604K	737-8H4
N8605E	737-8H4
N8606C	737-8H4
N8607M	737-8H4
N8608N	737-8H4
N8609A	737-8H4
N8610A	737-8H4
N8611A	CL-600-2B19
N8611F	737-8H4
N8612K	737-8H4
N8613K	737-8H4
N8614M	737-8H4
N8615E	737-8H4
N8616C	737-8H4
N8617E	737-8H4
N8618N	737-8H4
N8619F	737-8H4
N8620H	737-8H4
N8621A	737-8H4
N8623A	CL-600-2B19
N862DA	777-232
N8631E	CL-600-2B19
N863DA	777-232
N8646A	CL-600-2B19
N8659B	CL-600-2B19
N865DA	777-232
N8665A	CL-600-2B19
N8672A	CL-600-2B19
N8673D	CL-600-2B19
N8674A	CL-600-2B19
N8683B	CL-600-2B19
N8688C	CL-600-2B19
N8694A	CL-600-2B19
N8696C	CL-600-2B19
N8698A	CL-600-2B19
N8709A	CL-600-2B19
N870AS	CL-600-2B19
N8710A	CL-600-2B19
N8718E	CL-600-2B19
N871AS	CL-600-2B19
N8721B	CL-600-2B19
N8733G	CL-600-2B19
N8736A	CL-600-2B19
N8745B	CL-600-2B19
N8747B	CL-600-2B19
N87507	737-824
N87512	737-824
N87513	737-824
N8751D	CL-600-2B19
N87527	737-824
N87531	737-824
N8758D	CL-600-2B19
N8771A	CL-600-2B19
N8775A	CL-600-2B19
N877AS	CL-600-2B19
N8783E	CL-600-2B19
N8790A	CL-600-2B19
N8794B	CL-600-2B19
N8797A	CL-600-2B19
N8800G	CL-600-2B19
N8808H	CL-600-2B19
N881AS	CL-600-2B19
N8828D	CL-600-2B19
N8836A	CL-600-2B19
N8837B	CL-600-2B19
N8839E	CL-600-2B19
N8847A	CL-600-2B19
N8855A	CL-600-2B19
N8869B	CL-600-2B19
N8877A	CL-600-2B19
N8883E	CL-600-2B19
N8884E	CL-600-2B19
N8886A	CL-600-2B19
N8888D	CL-600-2B19
N8891A	CL-600-2B19
N8894A	CL-600-2B19
N8896A	CL-600-2B19
N8903A	CL-600-2B19
N8905F	CL-600-2B19
N8907A	CL-600-2B19
N8908D	CL-600-2B19
N8913A	CL-600-2B19
N8914A	CL-600-2B19
N8918B	CL-600-2B19
N891AT	717-200
N8921B	CL-600-2B19
N8923A	CL-600-2B19
N8924B	CL-600-2B19
N8928A	CL-600-2B19
N892AT	717-200
N8930E	CL-600-2B19
N8932C	CL-600-2B19
N8933B	CL-600-2B19
N8936A	CL-600-2B19
N8938A	CL-600-2B19
N893AT	717-200
N8940E	CL-600-2B19
N8942A	CL-600-2B19
N8943A	CL-600-2B19
N8944B	CL-600-2B19
N8946A	CL-600-2B19
N8948B	CL-600-2B19
N894AT	717-200
N895AT	717-200
N8960A	CL-600-2B19
N8964E	CL-600-2B19
N8965E	CL-600-2B19
N8968E	CL-600-2B19
N8969A	CL-600-2B19
N896AT	717-200
N8970D	CL-600-2B19
N8971A	CL-600-2B19
N8972E	CL-600-2B19
N8974C	CL-600-2B19
N8976E	CL-600-2B19
N8977A	CL-600-2B19
N8980A	CL-600-2B19
N8982A	CL-600-2B19
N8986B	CL-600-2B19
N899AT	717-200
N900DE	MD-88
N900EV	CL-600-2B19
N900PC	757-26D
N900WN	737-7H4
N901DE	MD-88
N901WN	737-7H4
N901XJ	CL-600-2D24
N902DA	MD-90-30
N902DE	MD-88
N902FJ	CL-600-2D24
N902WN	737-7H4
N902XJ	CL-600-2D24
N903DA	MD-90-30
N903DE	MD-88
N903FJ	CL-600-2D24
N903JB	A321-231
N903WN	737-7H4
N903XJ	CL-600-2D24
N904DA	MD-90-30
N904DE	MD-88
N904DL	MD-88
N904FJ	CL-600-2D24
N904WN	737-7H4
N904XJ	CL-600-2D24
N905DA	MD-90-30
N905DE	MD-88
N905DL	MD-88
N905FJ	MYSTERE FALCON 900
N905WN	737-7H4
N905XJ	CL-600-2D24
N906AT	717-200
N906DA	MD-90-30
N906DE	MD-88
N906DL	MD-88
N906FJ	CL-600-2D24
N906WN	737-7H4
N906XJ	CL-600-2D24
N907DA	MD-90-30
N907DE	MD-88
N907DL	MD-88
N907FJ	CL-600-2D24
N907JB	A321-231
N907WN	737-7H4
N907XJ	CL-600-2D24
N908DE	MD-88
N908DL	MD-88
N908FJ	CL-600-2D24
N908WN	737-7H4
N908XJ	CL-600-2D24
N909DE	MD-88
N909DL	MD-88
N909EV	CL-600-2B19
N909FJ	CL-600-2D24
N909WN	737-7H4
N909XJ	CL-600-2D24
N910AT	717-200
N910DE	MD-88
N910DL	MD-88
N910DN	MD-90-30
N910FJ	CL-600-2D24
N910FR	A319-112
N910WN	737-7H4
N910XJ	CL-600-2D24
N911DA	MD-90-30
N911DE	MD-88
N911DL	MD-88
N911FJ	CL-600-2D24
N912DE	MD-88
N912DL	MD-88
N912DN	MD-90-30
N912FJ	CL-600-2D24
N912WN	737-7H4
N912XJ	CL-600-2D24
N913DE	MD-88
N913DL	MD-88
N913DN	MD-90-30
N913EV	CL-600-2B19
N913FJ	CL-600-2D24
N913JB	A321-231
N913WN	737-7H4
N913XJ	CL-600-2D24
N914DE	MD-88
N914DL	MD-88
N914DN	MD-90-30
N914FJ	CL-600-2D24
N914WN	737-7H4
N914XJ	CL-600-2D24
N915AT	717-200
N915DE	MD-88
N915DL	MD-88
N915DN	MD-90-30
N915FJ	CL-600-2D24
N915WN	737-7H4
N915XJ	CL-600-2D24
N916DE	MD-88
N916DL	MD-88
N916DN	MD-90-30
N916FJ	CL-600-2D24
N916WN	737-7H4
N916XJ	CL-600-2D24
N917DE	MD-88
N917DL	MD-88
N917DN	MD-90-30
N917FJ	CL-600-2D24
N917WN	737-7H4
N917XJ	CL-600-2D24
N918DE	MD-88
N918DH	MD-90-30
N918DL	MD-88
N918FJ	CL-600-2D24
N918WN	737-7H4
N918XJ	CL-600-2D24
N919AT	717-200
N919DE	MD-88
N919DL	MD-88
N919DN	MD-90-30
N919FJ	CL-600-2D24
N919WN	737-7H4
N919XJ	CL-600-2D24
N920AT	717-200
N920DE	MD-88
N920DL	MD-88
N920DN	MD-90-30
N920FJ	CL-600-2D24
N920WN	737-7H4
N920XJ	CL-600-2D24
N921AT	717-200
N921DL	MD-88
N921DN	MD-90-30
N921FJ	CL-600-2D24
N921WN	737-7H4
N921XJ	CL-600-2D24
N922AT	717-200
N922DL	MD-88
N922EV	CL-600-2B19
N922FJ	CL-600-2D24
N922WN	737-7H4
N922XJ	CL-600-2D24
N923AT	717-200
N923DL	MD-88
N923DN	MD-90-30
N923FJ	CL-600-2D24
N923WN	737-7H4
N923XJ	CL-600-2D24
N924AT	717-200
N924DL	MD-88
N924FJ	CL-600-2D24
N924WN	737-7H4
N924XJ	CL-600-2D24
N925AT	717-200
N925DL	MD-88
N925FJ	CL-600-2D24
N925WN	737-7H4
N925XJ	CL-600-2D24
N926AT	717-200
N926DL	MD-88
N926EV	CL-600-2B19
N926LR	CL-600-2D24
N926WN	737-7H4
N926XJ	CL-600-2D24
N927AT	717-200
N927DA	MD-88
N927LR	CL-600-2D24
N927WN	737-7H4
N927XJ	CL-600-2D24
N928AT	717-200
N928DL	MD-88
N928DN	MD-90-30
N928EV	CL-600-2B19
N928LR	CL-600-2D24
N928WN	737-7H4
N928XJ	CL-600-2D24
N929AT	717-200
N929DL	MD-88
N929DN	MD-90-30
N929LR	CL-600-2D24
N929WN	737-7H4
N929XJ	CL-600-2D24
N930AT	717-200
N930DL	MD-88
N930LR	CL-600-2D24
N930WN	737-7H4
N930XJ	CL-600-2D24
N931DL	MD-88
N931LR	CL-600-2D24
N931WN	737-7H4
N931XJ	CL-600-2D24
N932AT	717-200
N932DL	MD-88
N932DN	MD-90-30
N932LR	CL-600-2D24
N932WN	737-7H4
N932XJ	CL-600-2D24
N933AT	717-200
N933DL	MD-88
N933DN	MD-90-30
N933LR	CL-600-2D24
N933WN	737-7H4
N933XJ	CL-600-2D24
N934AT	717-200
N934DL	MD-88
N934FJ	CL-600-2D24
N934WN	737-7H4
N934XJ	CL-600-2D24
N935AT	717-200
N935DL	MD-88
N935LR	CL-600-2D24
N935WN	737-7H4
N935XJ	CL-600-2D24
N936AT	717-200
N936DL	MD-88
N936WN	737-7H4
N936XJ	CL-600-2D24
N937AT	717-200
N937DL	MD-88
N937DN	MD-90-30
N937WN	737-7H4
N937XJ	CL-600-2D24
N938AT	717-200
N938DL	MD-88
N938LR	CL-600-2D24
N938WN	737-7H4
N939AT	717-200
N939DL	MD-88
N939DN	MD-90-30
N939LR	CL-600-2D24
N939WN	737-7H4
N940AT	717-200
N940DL	MD-88
N940UW	757-2B7
N940WN	737-7H4
N941DL	MD-88
N941DN	MD-90-30
N941FR	A319-112
N941UW	757-2B7
N941WN	737-7H4
N942AT	717-200
N942DL	MD-88
N942LR	CL-600-2D24
N942WN	737-7H4
N943AT	717-200
N943DL	MD-88
N943DN	MD-90-30
N943FR	A319-112
N943WN	737-7H4
N944AT	717-200
N944DL	MD-88
N944DN	MD-90-30
N944UW	ERJ 190-100 IGW
N944WN	737-7H4
N945AT	717-200
N945DL	MD-88
N945DN	MD-90-30
N945UW	ERJ 190-100 IGW
N945WN	737-7H4
N946AT	717-200
N946DL	MD-88
N946UW	ERJ 190-100 IGW
N946WN	737-7H4
N947AT	717-200
N947DL	MD-88
N947UW	ERJ 190-100 IGW
N947WN	737-7H4
N948AT	717-200
N948DL	MD-88
N948FR	A319-112
N948UW	ERJ 190-100 IGW
N948WN	737-7H4
N949AT	717-200
N949DL	MD-88
N949UW	ERJ 190-100 IGW
N949WN	737-7H4
N950AT	717-200
N950DL	MD-88
N950UW	ERJ 190-100 IGW
N950WN	737-7H4
N951AT	717-200
N951DL	MD-88
N951FR	A319-112
N951UW	ERJ 190-100 IGW
N951WN	737-7H4
N952AT	717-200
N952DL	MD-88
N952FR	A319-112
N952UW	ERJ 190-100 IGW
N952WN	737-7H4
N953AT	717-200
N953DL	MD-88
N953DN	MD-90-30
N953FR	A319-112
N953UW	ERJ 190-100 IGW
N953WN	737-7H4
N954AT	717-200
N954DL	MD-88
N954UW	ERJ 190-100 IGW
N954WN	737-7H4
N955AT	717-200
N955DL	MD-88
N955DN	MD-90-30
N955UW	ERJ 190-100 IGW
N955WN	737-7H4
N956AT	717-200
N956DL	MD-88
N956DN	MD-90-30
N956LR	CL-600-2D24
N956UW	ERJ 190-100 IGW
N956WN	737-7H4
N957AT	717-200
N957DL	MD-88
N957DN	MD-90-30
N957UW	ERJ 190-100 IGW
N957WN	737-7H4
N958AT	717-200
N958DL	MD-88
N958DN	MD-90-30
N958UW	ERJ 190-100 IGW
N958WN	737-7H4
N959AT	717-200
N959DL	MD-88
N959DN	MD-90-30
N959UW	ERJ 190-100 IGW
N959WN	737-7H4
N960AT	717-200
N960DL	MD-88
N960DN	MD-90-30
N960WN	737-7H4
N961AT	717-200
N961DL	MD-88
N961DN	MD-90-30
N961UW	ERJ 190-100 IGW
N961WN	737-7H4
N962DL	MD-88
N962DN	MD-90-30
N962WN	737-7H4
N963AT	717-200
N963DL	MD-88
N963DN	MD-90-30
N963UW	ERJ 190-100 IGW
N963WN	737-7H4
N964AT	717-200
N964DL	MD-88
N964DN	MD-90-30
N964WN	737-7H4
N965AT	717-200
N965DL	MD-88
N965DN	MD-90-30
N965UW	ERJ 190-100 IGW
N965WN	737-7H4
N966AT	717-200
N966DL	MD-88
N966WN	737-7H4
N967AT	717-200
N967DL	MD-88
N967UW	ERJ 190-100 IGW
N967WN	737-7H4
N968AT	717-200
N968DL	MD-88
N968WN	737-7H4
N969AT	717-200
N969DL	MD-88
N969WN	737-7H4
N970AT	717-200
N970DL	MD-88
N971AT	717-200
N971DL	MD-88
N972AT	717-200
N972DL	MD-88
N973DL	MD-88
N974AT	717-200
N974DL	MD-88
N975AT	717-200
N975DL	MD-88
N976DL	MD-88
N977AT	717-200
N977DL	MD-88
N978AT	717-200
N978DL	MD-88
N978SW	CL-600-2B19
N979AT	717-200
N979DL	MD-88
N980AT	717-200
N980DL	MD-88
N981AT	717-200
N981DL	MD-88
N982AT	717-200
N982DL	MD-88
N983AT	717-200
N983DL	MD-88
N984DL	MD-88
N985AT	717-200
N985DL	MD-88
N986AT	717-200
N986DL	MD-88
N987AT	717-200
N987DL	MD-88
N988AT	717-200
N988DL	MD-88
N989AT	717-200
N989DL	MD-88
N990AT	717-200
N990DL	MD-88
N991AT	717-200
N991DL	MD-88
N992AT	717-200
N992DL	MD-88
N993AT	717-200
N993DL	MD-88
N994AT	717-200
N994DL	MD-88
N995AT	717-200
N995DL	MD-88
N996AT	717-200
N996DL	MD-88
N997AT	717-200
N997DL	MD-88
N998AT	717-200
N998DL	MD-88
N999DN	MD-88
